LOG CRIADO EM: 8/10/2014 21:55:28
ENVIANDO PROGRAMAÇÃO:
022201F788FFFFF78800000000FFFFFFFB7F0327 --><-- ACK
022301F789FFFFF78900000000FFFFFFFB7F0326 --><-- ACK
022401F790FFFFF79000000000FFFFFFFB7F0321 --><-- ACK
022501F791FFFFF79100000000FFFFFFFB7F0320 --><-- ACK
022601F792FFFFF79200000000FFFFFFFB7F0323 --><-- ACK
022701F793FFFFF79300000000FFFFFFFB7F0322 --><-- ACK
022801F794FFFFF79400000000FFFFFFFB7F032D --><-- ACK
022901F795FFFFF79500000000FFFFFFFB7F032C --><-- ACK
022A01F796FFFFF79600000000FFFFFFFB7F032F --><-- ACK
022B01F797FFFFF79700000000FFFFFFFB7F032E --><-- ACK
022C01F798FFFFF79800000000FFFFFFFB7F0329 --><-- ACK
022D01F799FFFFF79900000000FFFFFFFB7F0328 --><-- ACK
022E01F800FFFFF80000000000FFFFFFFB7F032B --><-- ACK
022F01F801FFFFF80100000000FFFFFFFB7F032A --><-- ACK
023001F802FFFFF80200000000FFFFFFFB7F0335 --><-- ACK
023101F803FFFFF80300000000FFFFFFFB7F0334 --><-- ACK
023201F804FFFFF80400000000FFFFFFFB7F0337 --><-- ACK
023301F805FFFFF80500000000FFFFFFFB7F0336 --><-- ACK
023401F806FFFFF80600000000FFFFFFFB7F0331 --><-- ACK
023501F807FFFFF80700000000FFFFFFFB7F0330 --><-- ACK
023601F808FFFFF80800000000FFFFFFFB7F0333 --><-- ACK
023701F809FFFFF80900000000FFFFFFFB7F0332 --><-- ACK
023801F810FFFFF81000000000FFFFFFFB7F033D --><-- ACK
023901F811FFFFF81100000000FFFFFFFB7F033C --><-- ACK
023A01F812FFFFF81200000000FFFFFFFB7F033F --><-- ACK
023B01F813FFFFF81300000000FFFFFFFB7F033E --><-- ACK
023C01F814FFFFF81400000000FFFFFFFB7F0339 --><-- ACK
023D01F815FFFFF81500000000FFFFFFFB7F0338 --><-- ACK
023E01F816FFFFF81600000000FFFFFFFB7F033B --><-- ACK
023F01F817FFFFF81700000000FFFFFFFB7F033A --><-- ACK
024001F818FFFFF81800000000FFFFFFFB7F0345 --><-- ACK
024101F819FFFFF81900000000FFFFFFFB7F0344 --><-- ACK
024201F820FFFFF82000000000FFFFFFFB7F0347 --><-- ACK
024301F821FFFFF82100000000FFFFFFFB7F0346 --><-- ACK
024401F822FFFFF82200000000FFFFFFFB7F0341 --><-- ACK
024501F823FFFFF82300000000FFFFFFFB7F0340 --><-- ACK
024601F824FFFFF82400000000FFFFFFFB7F0343 --><-- ACK
024701F825FFFFF82500000000FFFFFFFB7F0342 --><-- ACK
024801F826FFFFF82600000000FFFFFFFB7F034D --><-- ACK
024901F827FFFFF82700000000FFFFFFFB7F034C --><-- ACK
024A01F828FFFFF82800000000FFFFFFFB7F034F --><-- ACK
024B01F829FFFFF82900000000FFFFFFFB7F034E --><-- ACK
024C01F830FFFFF83000000000FFFFFFFB7F0349 --><-- ACK
024D01F831FFFFF83100000000FFFFFFFB7F0348 --><-- ACK
024E01F832FFFFF83200000000FFFFFFFB7F034B --><-- ACK
024F01F833FFFFF83300000000FFFFFFFB7F034A --><-- ACK
025001F834FFFFF83400000000FFFFFFFB7F0355 --><-- ACK
025101F835FFFFF83500000000FFFFFFFB7F0354 --><-- ACK
025201F836FFFFF83600000000FFFFFFFB7F0357 --><-- ACK
025301F837FFFFF83700000000FFFFFFFB7F0356 --><-- ACK
025401F838FFFFF83800000000FFFFFFFB7F0351 --><-- ACK
025501F839FFFFF83900000000FFFFFFFB7F0350 --><-- ACK
025601F840FFFFF84000000000FFFFFFFB7F0353 --><-- ACK
025701F841FFFFF84100000000FFFFFFFB7F0352 --><-- ACK
025801F842FFFFF84200000000FFFFFFFB7F035D --><-- ACK
025901F843FFFFF84300000000FFFFFFFB7F035C --><-- ACK
025A01F844FFFFF84400000000FFFFFFFB7F035F --><-- ACK
025B01F845FFFFF84500000000FFFFFFFB7F035E --><-- ACK
025C01F846FFFFF84600000000FFFFFFFB7F0359 --><-- ACK
025D01F847FFFFF84700000000FFFFFFFB7F0358 --><-- ACK
025E01F848FFFFF84800000000FFFFFFFB7F035B --><-- ACK
025F01F849FFFFF84900000000FFFFFFFB7F035A --><-- ACK
026001F850FFFFF85000000000FFFFFFFB7F0365 --><-- ACK
026101F851FFFFF85100000000FFFFFFFB7F0364 --><-- ACK
026201F852FFFFF85200000000FFFFFFFB7F0367 --><-- ACK
026301F853FFFFF85300000000FFFFFFFB7F0366 --><-- ACK
026401F854FFFFF85400000000FFFFFFFB7F0361 --><-- ACK
026501F855FFFFF85500000000FFFFFFFB7F0360 --><-- ACK
026601F856FFFFF85600000000FFFFFFFB7F0363 --><-- ACK
026701F857FFFFF85700000000FFFFFFFB7F0362 --><-- ACK
026801F858FFFFF85800000000FFFFFFFB7F036D --><-- ACK
026901F859FFFFF85900000000FFFFFFFB7F036C --><-- ACK
026A01F860FFFFF86000000000FFFFFFFB7F036F --><-- ACK
026B01F861FFFFF86100000000FFFFFFFB7F036E --><-- ACK
026C01F862FFFFF86200000000FFFFFFFB7F0369 --><-- ACK
026D01F863FFFFF86300000000FFFFFFFB7F0368 --><-- ACK
026E01F864FFFFF86400000000FFFFFFFB7F036B --><-- ACK
026F01F865FFFFF86500000000FFFFFFFB7F036A --><-- ACK
027001F866FFFFF86600000000FFFFFFFB7F0375 --><-- ACK
027101F867FFFFF86700000000FFFFFFFB7F0374 --><-- ACK
027201F868FFFFF86800000000FFFFFFFB7F0377 --><-- ACK
027301F869FFFFF86900000000FFFFFFFB7F0376 --><-- ACK
027401F870FFFFF87000000000FFFFFFFB7F0371 --><-- ACK
027501F871FFFFF87100000000FFFFFFFB7F0370 --><-- ACK
027601F872FFFFF87200000000FFFFFFFB7F0373 --><-- ACK
027701F873FFFFF87300000000FFFFFFFB7F0372 --><-- ACK
027801F874FFFFF87400000000FFFFFFFB7F037D --><-- ACK
027901F875FFFFF87500000000FFFFFFFB7F037C --><-- ACK
027A01F876FFFFF87600000000FFFFFFFB7F037F --><-- ACK
027B01F877FFFFF87700000000FFFFFFFB7F037E --><-- ACK
027C01F878FFFFF87800000000FFFFFFFB7F0379 --><-- ACK
027D01F879FFFFF87900000000FFFFFFFB7F0378 --><-- ACK
027E01F880FFFFF88000000000FFFFFFFB7F037B --><-- ACK
027F01F881FFFFF88100000000FFFFFFFB7F037A --><-- ACK
028001F882FFFFF88200000000FFFFFFFB7F0385 --><-- ACK
028101F883FFFFF88300000000FFFFFFFB7F0384 --><-- ACK
028201F884FFFFF88400000000FFFFFFFB7F0387 --><-- ACK
028301F885FFFFF88500000000FFFFFFFB7F0386 --><-- ACK
028401F886FFFFF88600000000FFFFFFFB7F0381 --><-- ACK
028501F887FFFFF88700000000FFFFFFFB7F0380 --><-- ACK
028601F888FFFFF88800000000FFFFFFFB7F0383 --><-- ACK
028701F889FFFFF88900000000FFFFFFFB7F0382 --><-- ACK
028801F890FFFFF89000000000FFFFFFFB7F038D --><-- ACK
028901F891FFFFF89100000000FFFFFFFB7F038C --><-- ACK
028A01F892FFFFF89200000000FFFFFFFB7F038F --><-- ACK
028B01F893FFFFF89300000000FFFFFFFB7F038E --><-- ACK
028C01F894FFFFF89400000000FFFFFFFB7F0389 --><-- ACK
028D01F895FFFFF89500000000FFFFFFFB7F0388 --><-- ACK
028E01F896FFFFF89600000000FFFFFFFB7F038B --><-- ACK
028F01F897FFFFF89700000000FFFFFFFB7F038A --><-- ACK
029001F898FFFFF89800000000FFFFFFFB7F0395 --><-- ACK
029101F899FFFFF89900000000FFFFFFFB7F0394 --><-- ACK
029201F900FFFFF90000000000FFFFFFFB7F0397 --><-- ACK
029301F901FFFFF90100000000FFFFFFFB7F0396 --><-- ACK
029401F902FFFFF90200000000FFFFFFFB7F0391 --><-- ACK
029501F903FFFFF90300000000FFFFFFFB7F0390 --><-- ACK
029601F904FFFFF90400000000FFFFFFFB7F0393 --><-- ACK
029701F905FFFFF90500000000FFFFFFFB7F0392 --><-- ACK
029801F906FFFFF90600000000FFFFFFFB7F039D --><-- ACK
029901F907FFFFF90700000000FFFFFFFB7F039C --><-- ACK
029A01F908FFFFF90800000000FFFFFFFB7F039F --><-- ACK
029B01F909FFFFF90900000000FFFFFFFB7F039E --><-- ACK
029C01F910FFFFF91000000000FFFFFFFB7F0399 --><-- ACK
029D01F911FFFFF91100000000FFFFFFFB7F0398 --><-- ACK
029E01F912FFFFF91200000000FFFFFFFB7F039B --><-- ACK
029F01F913FFFFF91300000000FFFFFFFB7F039A --><-- ACK
02A001F914FFFFF91400000000FFFFFFFB7F03A5 --><-- ACK
02A101F915FFFFF91500000000FFFFFFFB7F03A4 --><-- ACK
02A201F916FFFFF91600000000FFFFFFFB7F03A7 --><-- ACK
02A301F917FFFFF91700000000FFFFFFFB7F03A6 --><-- ACK
02A401F918FFFFF91800000000FFFFFFFB7F03A1 --><-- ACK
02A501F919FFFFF91900000000FFFFFFFB7F03A0 --><-- ACK
02A601F920FFFFF92000000000FFFFFFFB7F03A3 --><-- ACK
02A701F921FFFFF92100000000FFFFFFFB7F03A2 --><-- ACK
02A801F922FFFFF92200000000FFFFFFFB7F03AD --><-- ACK
02A901F923FFFFF92300000000FFFFFFFB7F03AC --><-- ACK
02AA01F924FFFFF92400000000FFFFFFFB7F03AF --><-- ACK
02AB01F925FFFFF92500000000FFFFFFFB7F03AE --><-- ACK
02AC01F926FFFFF92600000000FFFFFFFB7F03A9 --><-- ACK
02AD01F927FFFFF92700000000FFFFFFFB7F03A8 --><-- ACK
02AE01F928FFFFF92800000000FFFFFFFB7F03AB --><-- ACK
02AF01F929FFFFF92900000000FFFFFFFB7F03AA --><-- ACK
02B001F930FFFFF93000000000FFFFFFFB7F03B5 --><-- ACK
02B101F931FFFFF93100000000FFFFFFFB7F03B4 --><-- ACK
02B201F932FFFFF93200000000FFFFFFFB7F03B7 --><-- ACK
02B301F933FFFFF93300000000FFFFFFFB7F03B6 --><-- ACK
02B401F934FFFFF93400000000FFFFFFFB7F03B1 --><-- ACK
02B501F935FFFFF93500000000FFFFFFFB7F03B0 --><-- ACK
02B601F936FFFFF93600000000FFFFFFFB7F03B3 --><-- ACK
02B701F937FFFFF93700000000FFFFFFFB7F03B2 --><-- ACK
02B801F938FFFFF93800000000FFFFFFFB7F03BD --><-- ACK
02B901F939FFFFF93900000000FFFFFFFB7F03BC --><-- ACK
02BA01F940FFFFF94000000000FFFFFFFB7F03BF --><-- ACK
02BB01F941FFFFF94100000000FFFFFFFB7F03BE --><-- ACK
02BC01F942FFFFF94200000000FFFFFFFB7F03B9 --><-- ACK
02BD01F943FFFFF94300000000FFFFFFFB7F03B8 --><-- ACK
02BE01F944FFFFF94400000000FFFFFFFB7F03BB --><-- ACK
02BF01F945FFFFF94500000000FFFFFFFB7F03BA --><-- ACK
02C001F946FFFFF94600000000FFFFFFFB7F03C5 --><-- ACK
02C101F947FFFFF94700000000FFFFFFFB7F03C4 --><-- ACK
02C201F948FFFFF94800000000FFFFFFFB7F03C7 --><-- ACK
02C301F949FFFFF94900000000FFFFFFFB7F03C6 --><-- ACK
02C401F950FFFFF95000000000FFFFFFFB7F03C1 --><-- ACK
02C501F951FFFFF95100000000FFFFFFFB7F03C0 --><-- ACK
02C601F952FFFFF95200000000FFFFFFFB7F03C3 --><-- ACK
02C701F953FFFFF95300000000FFFFFFFB7F03C2 --><-- ACK
02C801F954FFFFF95400000000FFFFFFFB7F03CD --><-- ACK
02C901F955FFFFF95500000000FFFFFFFB7F03CC --><-- ACK
02CA01F956FFFFF95600000000FFFFFFFB7F03CF --><-- ACK
02CB01F957FFFFF95700000000FFFFFFFB7F03CE --><-- ACK
02CC01F958FFFFF95800000000FFFFFFFB7F03C9 --><-- ACK
02CD01F959FFFFF95900000000FFFFFFFB7F03C8 --><-- ACK
02CE01F960FFFFF96000000000FFFFFFFB7F03CB --><-- ACK
02CF01F961FFFFF96100000000FFFFFFFB7F03CA --><-- ACK
02D001F962FFFFF96200000000FFFFFFFB7F03D5 --><-- ACK
02D101F963FFFFF96300000000FFFFFFFB7F03D4 --><-- ACK
02D201F964FFFFF96400000000FFFFFFFB7F03D7 --><-- ACK
02D301F965FFFFF96500000000FFFFFFFB7F03D6 --><-- ACK
02D401F966FFFFF96600000000FFFFFFFB7F03D1 --><-- ACK
02D501F967FFFFF96700000000FFFFFFFB7F03D0 --><-- ACK
02D601F968FFFFF96800000000FFFFFFFB7F03D3 --><-- ACK
02D701F969FFFFF96900000000FFFFFFFB7F03D2 --><-- ACK
02D801F970FFFFF97000000000FFFFFFFB7F03DD --><-- ACK
02D901F971FFFFF97100000000FFFFFFFB7F03DC --><-- ACK
02DA01F972FFFFF97200000000FFFFFFFB7F03DF --><-- ACK
02DB01F973FFFFF97300000000FFFFFFFB7F03DE --><-- ACK
02DC01F974FFFFF97400000000FFFFFFFB7F03D9 --><-- ACK
02DD01F975FFFFF97500000000FFFFFFFB7F03D8 --><-- ACK
02DE01F976FFFFF97600000000FFFFFFFB7F03DB --><-- ACK
02DF01F977FFFFF97700000000FFFFFFFB7F03DA --><-- ACK
02E001F978FFFFF97800000000FFFFFFFB7F03E5 --><-- ACK
02E101F979FFFFF97900000000FFFFFFFB7F03E4 --><-- ACK
02E201F980FFFFF98000000000FFFFFFFB7F03E7 --><-- ACK
02E301F981FFFFF98100000000FFFFFFFB7F03E6 --><-- ACK
02E401F982FFFFF98200000000FFFFFFFB7F03E1 --><-- ACK
02E501F983FFFFF98300000000FFFFFFFB7F03E0 --><-- ACK
02E601F984FFFFF98400000000FFFFFFFB7F03E3 --><-- ACK
02E701F985FFFFF98500000000FFFFFFFB7F03E2 --><-- ACK
02E801F986FFFFF98600000000FFFFFFFB7F03ED --><-- ACK
02E901F987FFFFF98700000000FFFFFFFB7F03EC --><-- ACK
02EA01F988FFFFF98800000000FFFFFFFB7F03EF --><-- ACK
02EB01F989FFFFF98900000000FFFFFFFB7F03EE --><-- ACK
02EC01F990FFFFF99000000000FFFFFFFB7F03E9 --><-- ACK
02ED01F991FFFFF99100000000FFFFFFFB7F03E8 --><-- ACK
02EE01F992FFFFF99200000000FFFFFFFB7F03EB --><-- ACK
02EF01F993FFFFF99300000000FFFFFFFB7F03EA --><-- ACK
02F001F994FFFFF99400000000FFFFFFFB7F03F5 --><-- ACK
02F101F995FFFFF99500000000FFFFFFFB7F03F4 --><-- ACK
02F201F996FFFFF99600000000FFFFFFFB7F03F7 --><-- ACK
02F301F997FFFFF99700000000FFFFFFFB7F03F6 --><-- ACK
02F401F998FFFFF99800000000FFFFFFFB7F03F1 --><-- ACK
02F501F999FFFFF99900000000FFFFFFFB7F03F0 --><-- ACK
02F6011000FFFF100000000000FFFFFFFB7F03F3 --><-- ACK
02F7011001FFFF100100000000FFFFFFFB7F03F2 --><-- ACK
02F8011002FFFF100200000000FFFFFFFB7F03FD --><-- ACK
02F9011003FFFF100300000000FFFFFFFB7F03FC --><-- ACK
02FA011004FFFF100400000000FFFFFFFB7F03FF --><-- ACK
02FB011005FFFF100500000000FFFFFFFB7F03FE --><-- ACK
02FC011006FFFF100600000000FFFFFFFB7F03F9 --><-- ACK
02FD011007FFFF100700000000FFFFFFFB7F03F8 --><-- ACK
02FE011008FFFF100800000000FFFFFFFB7F03FB --><-- ACK
02FF011009FFFF100900000000FFFFFFFB7F03FA --><-- ACK
0200011010FFFF101000000000FFFFFFFB7F0305 --><-- ACK
0201011011FFFF101100000000FFFFFFFB7F0304 --><-- ACK
0202011012FFFF101200000000FFFFFFFB7F0307 --><-- ACK
0203011013FFFF101300000000FFFFFFFB7F0306 --><-- ACK
0204011014FFFF101400000000FFFFFFFB7F0301 --><-- ACK
0205011015FFFF101500000000FFFFFFFB7F0300 --><-- ACK
0206011016FFFF101600000000FFFFFFFB7F0303 --><-- ACK
0207011017FFFF101700000000FFFFFFFB7F0302 --><-- ACK
0208011018FFFF101800000000FFFFFFFB7F030D --><-- ACK
0209011019FFFF101900000000FFFFFFFB7F030C --><-- ACK
020A011020FFFF102000000000FFFFFFFB7F030F --><-- ACK
020B011021FFFF102100000000FFFFFFFB7F030E --><-- ACK
020C011022FFFF102200000000FFFFFFFB7F0309 --><-- ACK
020D011023FFFF102300000000FFFFFFFB7F0308 --><-- ACK
020E011024FFFF102400000000FFFFFFFB7F030B --><-- ACK
020F011025FFFF102500000000FFFFFFFB7F030A --><-- ACK
0210011026FFFF102600000000FFFFFFFB7F0315 --><-- ACK
0211011027FFFF102700000000FFFFFFFB7F0314 --><-- ACK
0212011028FFFF102800000000FFFFFFFB7F0317 --><-- ACK
0213011029FFFF102900000000FFFFFFFB7F0316 --><-- ACK
0214011030FFFF103000000000FFFFFFFB7F0311 --><-- ACK
0215011031FFFF103100000000FFFFFFFB7F0310 --><-- ACK
0216011032FFFF103200000000FFFFFFFB7F0313 --><-- ACK
0217011033FFFF103300000000FFFFFFFB7F0312 --><-- ACK
0218011034FFFF103400000000FFFFFFFB7F031D --><-- ACK
0219011035FFFF103500000000FFFFFFFB7F031C --><-- ACK
021A011036FFFF103600000000FFFFFFFB7F031F --><-- ACK
021B011037FFFF103700000000FFFFFFFB7F031E --><-- ACK
021C011038FFFF103800000000FFFFFFFB7F0319 --><-- ACK
021D011039FFFF103900000000FFFFFFFB7F0318 --><-- ACK
021E011040FFFF104000000000FFFFFFFB7F031B --><-- ACK
021F011041FFFF104100000000FFFFFFFB7F031A --><-- ACK
0220011042FFFF104200000000FFFFFFFB7F0325 --><-- ACK
0221011043FFFF104300000000FFFFFFFB7F0324 --><-- ACK
0222011044FFFF104400000000FFFFFFFB7F0327 --><-- ACK
0223011045FFFF104500000000FFFFFFFB7F0326 --><-- ACK
0224011046FFFF104600000000FFFFFFFB7F0321 --><-- ACK
0225011047FFFF104700000000FFFFFFFB7F0320 --><-- ACK
0226011048FFFF104800000000FFFFFFFB7F0323 --><-- ACK
0227011049FFFF104900000000FFFFFFFB7F0322 --><-- ACK
0228011050FFFF105000000000FFFFFFFB7F032D --><-- ACK
0229011051FFFF105100000000FFFFFFFB7F032C --><-- ACK
022A011052FFFF105200000000FFFFFFFB7F032F --><-- ACK
022B011053FFFF105300000000FFFFFFFB7F032E --><-- ACK
022C011054FFFF105400000000FFFFFFFB7F0329 --><-- ACK
022D011055FFFF105500000000FFFFFFFB7F0328 --><-- ACK
022E011056FFFF105600000000FFFFFFFB7F032B --><-- ACK
022F011057FFFF105700000000FFFFFFFB7F032A --><-- ACK
0230011058FFFF105800000000FFFFFFFB7F0335 --><-- ACK
0231011059FFFF105900000000FFFFFFFB7F0334 --><-- ACK
0232011060FFFF106000000000FFFFFFFB7F0337 --><-- ACK
0233011061FFFF106100000000FFFFFFFB7F0336 --><-- ACK
0234011062FFFF106200000000FFFFFFFB7F0331 --><-- ACK
0235011063FFFF106300000000FFFFFFFB7F0330 --><-- ACK
0236011064FFFF106400000000FFFFFFFB7F0333 --><-- ACK
0237011065FFFF106500000000FFFFFFFB7F0332 --><-- ACK
0238011066FFFF106600000000FFFFFFFB7F033D --><-- ACK
0239011067FFFF106700000000FFFFFFFB7F033C --><-- ACK
023A011068FFFF106800000000FFFFFFFB7F033F --><-- ACK
023B011069FFFF106900000000FFFFFFFB7F033E --><-- ACK
023C011070FFFF107000000000FFFFFFFB7F0339 --><-- ACK
023D011071FFFF107100000000FFFFFFFB7F0338 --><-- ACK
023E011072FFFF107200000000FFFFFFFB7F033B --><-- ACK
023F011073FFFF107300000000FFFFFFFB7F033A --><-- ACK
0240011074FFFF107400000000FFFFFFFB7F0345 --><-- ACK
0241011075FFFF107500000000FFFFFFFB7F0344 --><-- ACK
0242011076FFFF107600000000FFFFFFFB7F0347 --><-- ACK
0243011077FFFF107700000000FFFFFFFB7F0346 --><-- ACK
0244011078FFFF107800000000FFFFFFFB7F0341 --><-- ACK
0245011079FFFF107900000000FFFFFFFB7F0340 --><-- ACK
0246011080FFFF108000000000FFFFFFFB7F0343 --><-- ACK
0247011081FFFF108100000000FFFFFFFB7F0342 --><-- ACK
0248011082FFFF108200000000FFFFFFFB7F034D --><-- ACK
0249011083FFFF108300000000FFFFFFFB7F034C --><-- ACK
024A011084FFFF108400000000FFFFFFFB7F034F --><-- ACK
024B011085FFFF108500000000FFFFFFFB7F034E --><-- ACK
024C011086FFFF108600000000FFFFFFFB7F0349 --><-- ACK
024D011087FFFF108700000000FFFFFFFB7F0348 --><-- ACK
024E011088FFFF108800000000FFFFFFFB7F034B --><-- ACK
024F011089FFFF108900000000FFFFFFFB7F034A --><-- ACK
0250011090FFFF109000000000FFFFFFFB7F0355 --><-- ACK
0251011091FFFF109100000000FFFFFFFB7F0354 --><-- ACK
0252011092FFFF109200000000FFFFFFFB7F0357 --><-- ACK
0253011093FFFF109300000000FFFFFFFB7F0356 --><-- ACK
0254011094FFFF109400000000FFFFFFFB7F0351 --><-- ACK
0255011095FFFF109500000000FFFFFFFB7F0350 --><-- ACK
0256011096FFFF109600000000FFFFFFFB7F0353 --><-- ACK
0257011097FFFF109700000000FFFFFFFB7F0352 --><-- ACK
0258011098FFFF109800000000FFFFFFFB7F035D --><-- ACK
0259011099FFFF109900000000FFFFFFFB7F035C --><-- ACK
025A011100FFFF110000000000FFFFFFFB7F035F --><-- ACK
025B011101FFFF110100000000FFFFFFFB7F035E --><-- ACK
025C011102FFFF110200000000FFFFFFFB7F0359 --><-- ACK
025D011103FFFF110300000000FFFFFFFB7F0358 --><-- ACK
025E011104FFFF110400000000FFFFFFFB7F035B --><-- ACK
025F011105FFFF110500000000FFFFFFFB7F035A --><-- ACK
0260011106FFFF110600000000FFFFFFFB7F0365 --><-- ACK
0261011107FFFF110700000000FFFFFFFB7F0364 --><-- ACK
0262011108FFFF110800000000FFFFFFFB7F0367 --><-- ACK
0263011109FFFF110900000000FFFFFFFB7F0366 --><-- ACK
0264011110FFFF111000000000FFFFFFFB7F0361 --><-- ACK
0265011111FFFF111100000000FFFFFFFB7F0360 --><-- ACK
0266011112FFFF111200000000FFFFFFFB7F0363 --><-- ACK
0267011113FFFF111300000000FFFFFFFB7F0362 --><-- ACK
0268011114FFFF111400000000FFFFFFFB7F036D --><-- ACK
0269011115FFFF111500000000FFFFFFFB7F036C --><-- ACK
026A011116FFFF111600000000FFFFFFFB7F036F --><-- ACK
026B011117FFFF111700000000FFFFFFFB7F036E --><-- ACK
026C011118FFFF111800000000FFFFFFFB7F0369 --><-- ACK
026D011119FFFF111900000000FFFFFFFB7F0368 --><-- ACK
026E011120FFFF112000000000FFFFFFFB7F036B --><-- ACK
026F011121FFFF112100000000FFFFFFFB7F036A --><-- ACK
0270011122FFFF112200000000FFFFFFFB7F0375 --><-- ACK
0271011123FFFF112300000000FFFFFFFB7F0374 --><-- ACK
0272011124FFFF112400000000FFFFFFFB7F0377 --><-- ACK
0273011125FFFF112500000000FFFFFFFB7F0376 --><-- ACK
0274011126FFFF112600000000FFFFFFFB7F0371 --><-- ACK
0275011127FFFF112700000000FFFFFFFB7F0370 --><-- ACK
0276011128FFFF112800000000FFFFFFFB7F0373 --><-- ACK
0277011129FFFF112900000000FFFFFFFB7F0372 --><-- ACK
0278011130FFFF113000000000FFFFFFFB7F037D --><-- ACK
0279011131FFFF113100000000FFFFFFFB7F037C --><-- ACK
027A011132FFFF113200000000FFFFFFFB7F037F --><-- ACK
027B011133FFFF113300000000FFFFFFFB7F037E --><-- ACK
027C011134FFFF113400000000FFFFFFFB7F0379 --><-- ACK
027D011135FFFF113500000000FFFFFFFB7F0378 --><-- ACK
027E011136FFFF113600000000FFFFFFFB7F037B --><-- ACK
027F011137FFFF113700000000FFFFFFFB7F037A --><-- ACK
0280011138FFFF113800000000FFFFFFFB7F0385 --><-- ACK
0281011139FFFF113900000000FFFFFFFB7F0384 --><-- ACK
0282011140FFFF114000000000FFFFFFFB7F0387 --><-- ACK
0283011141FFFF114100000000FFFFFFFB7F0386 --><-- ACK
0284011142FFFF114200000000FFFFFFFB7F0381 --><-- ACK
0285011143FFFF114300000000FFFFFFFB7F0380 --><-- ACK
0286011144FFFF114400000000FFFFFFFB7F0383 --><-- ACK
0287011145FFFF114500000000FFFFFFFB7F0382 --><-- ACK
0288011146FFFF114600000000FFFFFFFB7F038D --><-- ACK
0289011147FFFF114700000000FFFFFFFB7F038C --><-- ACK
028A011148FFFF114800000000FFFFFFFB7F038F --><-- ACK
028B011149FFFF114900000000FFFFFFFB7F038E --><-- ACK
028C011150FFFF115000000000FFFFFFFB7F0389 --><-- ACK
028D011151FFFF115100000000FFFFFFFB7F0388 --><-- ACK
028E011152FFFF115200000000FFFFFFFB7F038B --><-- ACK
028F011153FFFF115300000000FFFFFFFB7F038A --><-- ACK
0290011154FFFF115400000000FFFFFFFB7F0395 --><-- ACK
0291011155FFFF115500000000FFFFFFFB7F0394 --><-- ACK
0292011156FFFF115600000000FFFFFFFB7F0397 --><-- ACK
0293011157FFFF115700000000FFFFFFFB7F0396 --><-- ACK
0294011158FFFF115800000000FFFFFFFB7F0391 --><-- ACK
0295011159FFFF115900000000FFFFFFFB7F0390 --><-- ACK
0296011160FFFF116000000000FFFFFFFB7F0393 --><-- ACK
0297011161FFFF116100000000FFFFFFFB7F0392 --><-- ACK
0298011162FFFF116200000000FFFFFFFB7F039D --><-- ACK
0299011163FFFF116300000000FFFFFFFB7F039C --><-- ACK
029A011164FFFF116400000000FFFFFFFB7F039F --><-- ACK
029B011165FFFF116500000000FFFFFFFB7F039E --><-- ACK
029C011166FFFF116600000000FFFFFFFB7F0399 --><-- ACK
029D011167FFFF116700000000FFFFFFFB7F0398 --><-- ACK
029E011168FFFF116800000000FFFFFFFB7F039B --><-- ACK
029F011169FFFF116900000000FFFFFFFB7F039A --><-- ACK
02A0011170FFFF117000000000FFFFFFFB7F03A5 --><-- ACK
02A1011171FFFF117100000000FFFFFFFB7F03A4 --><-- ACK
02A2011172FFFF117200000000FFFFFFFB7F03A7 --><-- ACK
02A3011173FFFF117300000000FFFFFFFB7F03A6 --><-- ACK
02A4011174FFFF117400000000FFFFFFFB7F03A1 --><-- ACK
02A5011175FFFF117500000000FFFFFFFB7F03A0 --><-- ACK
02A6011176FFFF117600000000FFFFFFFB7F03A3 --><-- ACK
02A7011177FFFF117700000000FFFFFFFB7F03A2 --><-- ACK
02A8011178FFFF117800000000FFFFFFFB7F03AD --><-- ACK
02A9011179FFFF117900000000FFFFFFFB7F03AC --><-- ACK
02AA011180FFFF118000000000FFFFFFFB7F03AF --><-- ACK
02AB011181FFFF118100000000FFFFFFFB7F03AE --><-- ACK
02AC011182FFFF118200000000FFFFFFFB7F03A9 --><-- ACK
02AD011183FFFF118300000000FFFFFFFB7F03A8 --><-- ACK
02AE011184FFFF118400000000FFFFFFFB7F03AB --><-- ACK
02AF011185FFFF118500000000FFFFFFFB7F03AA --><-- ACK
02B0011186FFFF118600000000FFFFFFFB7F03B5 --><-- ACK
02B1011187FFFF118700000000FFFFFFFB7F03B4 --><-- ACK
02B2011188FFFF118800000000FFFFFFFB7F03B7 --><-- ACK
02B3011189FFFF118900000000FFFFFFFB7F03B6 --><-- ACK
02B4011190FFFF119000000000FFFFFFFB7F03B1 --><-- ACK
02B5011191FFFF119100000000FFFFFFFB7F03B0 --><-- ACK
02B6011192FFFF119200000000FFFFFFFB7F03B3 --><-- ACK
02B7011193FFFF119300000000FFFFFFFB7F03B2 --><-- ACK
02B8011194FFFF119400000000FFFFFFFB7F03BD --><-- ACK
02B9011195FFFF119500000000FFFFFFFB7F03BC --><-- ACK
02BA011196FFFF119600000000FFFFFFFB7F03BF --><-- ACK
02BB011197FFFF119700000000FFFFFFFB7F03BE --><-- ACK
02BC011198FFFF119800000000FFFFFFFB7F03B9 --><-- ACK
